"Week","Id","Key","Value"
"W8","9.1.1","task","Define general binary relations on $A \times B$ and on $A \times A$."
"W8","9.1.2","task","Identify properties for relations; check them in examples."
"W8","9.1.3","task","Combine relations into new ones."
"W8",9.2,"task","Operate with relational operations"
"W8",9.2,"description","The subsection adresses somewhat marginal topic of n-ary relations, but it is still important, since it forms the basis of relational databases (RDBMS) such as MySQL or Oracle. We try to illustrate it with in-memory databases (such as Pandas library)."
"W8",9.2,"reading","Ch09P2 (Rosen2019, p.611-619) n-ary Relations"
"W8",9.2,"video","https://youtu.be/7ZRCUH-a2s0 (CS186Berkeley2018) Binary vs Ternary Relationships"
"W8","9.2.1","task","Define an n-ary relation"
"W8","9.2.2","task","Identify relational concepts in databases (tables, primary keys, foreign keys, composite keys)"
"W8","9.2.3","task","Do simple selects and joins"
"W8","9.2.4","task","Define support and confidence in association rules (such as item purchases)"
"W8",9.3,"task","Represent binary relations as matrices and directed graphs"
"W8",9.3,"description","This subsection discusses advantages for each representation and what things can be computed for each one."
"W8",9.3,"reading","Ch09P3 (Rosen2019, p.621-626) Representing Relations"
"W8",9.3,"video","https://youtu.be/KK-gZo2N0wk (Brehm2020_9_3_1) Matrix Representations of Relations and Properties"
"W8",9.3,"video","https://youtu.be/9a39kWlFg-s (Brehm2020_9_3_1) Representing Relations Using Digraphs"
"W8","9.3.1","task","Manipulate relations with their matrix representation"
"W8","9.3.2","task","Manipulate relations with their directed graph representation"
"W8","9.3.3","objective","Prove or disprove that a relation has a given property (include function/mapping properties). "
"W8","9.3.4","objective","Use in-memory databases to illustrate relational algebra (select and join)"
"W8","9.3.5","objective","Compute support and confidence for item collections in an n-ary database"
"W8","9.3.6","objective","Transform relations from one representation to another."
"W8","9.3.7","objective","Construct relations by their properties."
,,,
,,,
,,,
"W9",9.4,"task","Find and use relation closures"
"W9",9.4,"description","The subsection introduces the concept of closure (as the “smallest” of all possible subsets with the given property). One particularly useful subtype of closure is the transitive closure. "
"W9",9.4,"reading","Ch09P4 (Rosen2019, p.599-608) Relations and their properties"
"W9",9.4,"video","https://youtu.be/NM0mAmylfMg (GeorgiaTech2015) Transitive Closure"
"W9","9.4.1","task","Define transitive closure and some other closures."
"W9","9.4.2","task","Use and analyze Warshall Algorithm"
"W9",9.5,"task","Use equivalence relations for set partitions"
"W9",9.5,"description","This subsection discusses a very useful subspecies of relations – equivalence relations; and how they can be used to structure the set where they are defined."
"W9",9.5,"reading","Ch09P5 (Rosen2019, p.599-608) Relations and their properties"
"W9",9.5,"video","https://youtu.be/ZgcTX16borA (Brehm2020_9_5_1) Equivalence Relations"
"W9","9.5.1","task","Verify that a relation is an equivalence relation"
"W9","9.5.2","task","Show the equivalence classes created by an equivalence relation"
"W9",9.6,"task","Prove and use statements about partially ordered sets"
"W9",9.6,"description","This subsection addresses a set with a common relation – that of a partial order (which is also reflexive, antisymmetric and transitive, but two elements may also be incomparable)."
"W9",9.6,"reading","Ch09P6 (Rosen2019, p.599-608) Relations and their properties"
"W9",9.6,"video","https://youtu.be/samD2wp04Nw (Lambert2019) What is a Partial Order Relation?"
"W9","9.6.1","task","Introduce partially ordered set and related concepts (well ordered, totally ordered sets)."
"W9","9.6.2","task","Introduce various types of lexicographic orderings (also reverse ordering, shortlist ordering)"
"W9","9.6.3","task","Manipulate Hasse diagrams and transitive closures on them"
"W9","9.6.4","task","Define lattices and the concepts of least upper bound and greatest lower bound."
"W9","9.6.5","task","Describe topological sorting"
"W9","9.6.6","objective","Transform Hasse diagram into its transitive closure and back again"
"W9","9.6.7","objective","Construct other types of closures (reflexive and symmetric closure)"
"W9","9.6.8","objective","Use equivalence relations in various problems"
"W9","9.6.9","objective","Define setoids as sets of equivalence classes with their canonical representatives"
"W9","9.6.10","objective","Define and use the total order relations."
"W9","9.6.11","objective","Define and use the partial order relations"
"W9","9.6.12","objective","Run an algorithm on the ordered sets, do topological sorting"
,,,
,,,
,,,
,,,
"W10",6,"topic","Use combinatorics"
"W10",6.1,"task","Count the number of elements in ordered or unordered selections with or without repetition. "
"W10",6.1,"description","The subsection shows easy principles to evaluate the number of various selections (and they generalize lots of specialized formulas)"
"W10",6.1,"reading","Ch06P1 (Rosen2019, p.405-416) The Basics of Counting"
"W10",6.1,"video","https://youtu.be/32MnjUdIF0c (Brehm2020_6_1_1) Counting Rules"
"W10","6.1.1","task","Use the product rule and the sum rule"
"W10","6.1.2","task","Use the subtraction rule and the division rule"
"W10","6.1.3","task","Use the principle of inclusion-exclusion"
"W10",6.2,"task","Use the Pigeonhole principle"
"W10",6.2,"description","Subsection discusses a simple idea of a proof by contradiction also known as the Dirichlet principle (if there are n+1 objects and n boxes, then at least one box should have at least 2 objects) and some variants of this."
"W10",6.2,"reading","Ch06P2 (Rosen2019, p.420-426) The Pigeonhole Principle"
"W10","6.2.1","task","Use the simplest form of Pigeonhole principle"
"W10","6.2.2","task","Use the generalizations of the Pigeonhole principle"
"W10","6.2.3","task","Use Pigeonhole principle in number theory"
"W10",6.3,"task","Count permutations and combinations"
"W10",6.3,"description","This is similar to 6.1, but we revisit the material and show how to compute some well-known selections (permutations and combinations with or without repetition)."
"W10",6.3,"reading","Ch06P3 (Rosen2019, p.428-434) Permutations and Combinations"
"W10",6.3,"video","https://youtu.be/1CTzx89Kzy4 (Brehm2020_6_3_1) Permutations and Combinations"
"W10",6.3,"video","https://youtu.be/zG1svk2ilZ4 (Brehm2020_6_3_2) Counting Rules Practice"
"W10","6.3.1","task","Count permutations without repetitions"
"W10","6.3.2","task","Count combinations without repetitions"
"W10",6.4,"task","Define binomial coefficients"
"W10",6.4,"description","This is similar to 6.1, but we revisit the material and show how to compute some well-known selections (permutations and combinations with or without repetition)."
"W10",6.4,"reading","Ch06P4 (Rosen2019, p.437-443) Binomial Coefficients"
"W10",6.4,"video","https://youtu.be/m8TsPMfcasI (Brehm2020_6_4_1) The Binomial Theorem"
"W10","6.4.1","task","Build pascal’s triangle and use it to view various sums of binomial coefficients"
"W10","6.4.2","task","Use Newton’s binomial formula"
"W10","6.4.3","task","Use multinomial formula"
"W10","6.4.4","task","Prove various identities with binomial coefficients."
"W10",6.5,"task","Compute and use generalized permutations and combinations"
"W10",6.5,"description","This subsection is a summary that discusses how the symmetry in a problem (distinguishable or indistinguishable objects, their order, their repetitions) affect the total count."
"W10",6.5,"reading","Ch06P5 (Rosen2019, p.445-454) Binomial Coefficients"
"W10","6.5.1","task","Count permutations with repetitions"
"W10","6.5.2","task","Count combinations with repetitions"
"W10","6.5.3","task","Count other selections with symmetry (distinguishable order, circular direction, etc.)"
"W10","6.5.4","objective","Build the “decision trees” to compute combinations (using addition and multiplication rule)"
"W10","6.5.5","objective","Build the clusterings on sets to compute combinations (using subtraction and division rule)"
"W10","6.5.6","objective","Use Pigeonhole principle for number theory facts (full system of remainders and so on)"
"W10","6.5.7","objective","Use binomial coefficients in polynomial algebra and related counting tasks"
"W10","6.5.8","objective","Use counting formulas for combinatorial problems with various types of symmetries (ordered vs. unordered selections; ordered in a cycle; ordered in an unoriented cycle; etc.)"
,,,
,,,
,,,
"W11",7,"topic","Compute and manipulate discrete probabilities"
"W11",7.1,"task","Use the classical definition of probability"
"W11",7.1,"description","This subsection introduces the simplest notion of probability for discrete (i.e. countable) events. Use assumptions that all elementary events have equal probabilities."
"W11",7.1,"reading","Ch07P1 (Rosen2019, p.469-475) Introduction to Discrete Probability"
"W11",7.1,"video","https://youtu.be/x5TIZMZpWHM (Brehm2020_7_1_1) An Intro to Discrete Probability"
"W11",7.1,"video","https://youtu.be/ug08tMKxtZw (Brehm2020_7_1_2) Discrete Probability Practice"
"W11","7.1.1","task","Define the classical definition of probability and event"
"W11","7.1.2","task","Define union, intersection and comlement of events"
"W11","7.1.3","task","Compute probability for some events and combinations of events"
"W11","7.1.4","task","Analyze probabilistic “paradoxes” and surprises"
"W11",7.2,"task","Introduce the basic concepts of the probability theory"
"W11",7.2,"description","This chapter introduces all the fundamental concepts of discrete probabilities once they have been defined."
"W11",7.2,"reading","Ch07P2 (Rosen2019, p.477-491) Probability Theory"
"W11",7.2,"video","https://youtu.be/ewrsDwDJXn4 (Brehm2020_7_2_1) Probability Theory"
"W11",7.2,"video","https://youtu.be/37BhaWsJdrs (Brehm2020_7_2_2) Random Variables and the Binomial Distribution"
"W11","7.2.1","task","Add probabilities of elementary events in various combinations"
"W11","7.2.2","task","Use the sum for pairwise disjoint events"
"W11","7.2.3","task","Use the inclusion/exclusion principle for probabilities"
"W11","7.2.4","task","Define and use conditional probabilities"
"W11","7.2.5","task","Define and use independent events"
"W11","7.2.6","task","Define Bernoulli distribution"
"W11","7.2.7","task","Define Binomial distribution"
"W11","7.2.8","task","Define and use the concept of random variable"
"W11","7.2.9","task","Introduce and solve the Birthday problem (1st kind of waiting time)"
"W11","7.2.10","task","Introduce other types of waiting times"
"W11","7.2.11","task","Define probabilistic algorithms and probabilistic simulations"
"W11",7.3,"task","Apply Bayes’ theorem"
"W11",7.3,"description","The subsection shows a very practical way to express unknown conditional probabilities using directly observable ones (which show the “opposite” conditional probabilities)."
"W11",7.3,"reading","Ch07P3 (Rosen2019, p.494-501) Bayes’ Theorem"
"W11","7.3.1","task","Formulate and prove Bayes’ Theorem"
"W11","7.3.2","task","Formulate some variants and generalizations of Bayes’ Theorem"
"W11","7.3.3","task","Show the applications of Bayes’ Theorem in text clusterization, spam filters and Data Leak Prevention"
"W11",7.4,"task","Summarise data with expected value and variance"
"W11",7.4,"description","There are many ways to summarize larger amounts of numeric data (including median, inter-quartile range, mode, etc.), but here we only deal with the two simplest measures. Expected value (also mean and expectation) is defined for a random variable and it expresses the location. Variance (dispersija) and its square root – standard deviation (standartnovirze) measure the variability of data – how far it goes from the mean value."
"W11",7.4,"reading","Ch07P4 (Rosen2019, p.503-517) Expected Value and Variance"
"W11","7.4.1","task","Define and compute the expected value of a random variable"
"W11","7.4.2","task","Use the linearity of expected value and other properties"
"W11","7.4.3","task","Apply the expected value to find average-case computational complexity."
"W11","7.4.4","task","Define the uniform distribution; find its expected value and variance"
"W11","7.4.5","task","Define the Poisson distribution with parameters; find its expected value and variance"
"W11","7.4.6","task","Define the geometric distribution and find its expected value (the 2nd type of waiting time)"
"W11","7.4.7","task","Define Multinomial distributions and their parameters; find its expected value and variance"
"W11","7.4.8","task","Define Hypergeometric distrubtions and their parameters; find its expected value and variance"
"W11","7.4.9","task","Define independent set of random variables"
"W11","7.4.10","task","Define the variance of a random variable and its standard deviation. "
"W11","7.4.11","task","Formulate and prove Bienayame’s Formula"
"W11","7.4.12","task","Formulate and prove Markov’s Inequality"
"W11","7.4.13","task","Formulate and prove Chebyshev’s Inequality"
"W11","7.4.14","objective","Use classic probability definitions to analyze combinatorial tasks"
"W11","7.4.15","objective","Use analytic methods and randomized experiments to analyze waiting times and similar word problems."
"W11","7.4.16","objective","Use Bayes formula to compute conditional probabilities"
"W11","7.4.17","objective","Apply appropriate discrete distributions as models for real-life problems"
"W11","7.4.18","objective","Compute expected value and variance for random variables, use them to estimate probabilities of hitting an interval"
,,,
,,,
,,,
"W12",8,"topic","Obtain convenient expressions for various useful sequences and counting problems"
"W12",8.1,"task","Build recurrent relations for word problems"
"W12",8.1,"description","The subsection shows how real-life problems can be converted into recurrent sequences; their definitions and closed formulas for these sequences (a closed formula is an explicit expression to compute the n-th member of a sequence without going through all the recurrent members preceding it. "
"W12",8.1,"reading","Ch08P1 (Rosen2019, p.527-536) Applications of Recurrence Relations"
"W12",8.1,"video","https://youtu.be/awR_p6J7Lyg (Brehm2020_8_1_1) Modeling with Recurrence Relations"
"W12","8.1.1","task","Write recurrent relations for Hanoi tower and similar recursive processes"
"W12","8.1.2","task","Write recurrent relations to count strings with certain properties"
"W12","8.1.3","task","Define Catalan numbers and use their correspondence with counting hierarchy-like structures"
"W12",8.2,"task","Solve linear recurrence relations"
"W12",8.2,"description","Homogeneous and nonhomogeneous linear recurrences have some general methods to solve them (characteristic equations that allow to determine, what part of the sequence grows like a geometric progression). Fibonacci series is the best known linear recurrence, but there are many others. "
"W12",8.2,"reading","Ch08P2 (Rosen2019, p.540-550) Solving Linear Recurrence Relations"
"W12",8.2,"video","https://youtu.be/mJPoIxvjUz0 (Brehm2018_8_2_1) Second Order Linear Homogeneous Recurrence Relations"
"W12","8.2.1","task","Use the characteristic equation for the case when all the roots are different."
"W12","8.2.2","task","Use the characteristic equation for the case when some roots are equal."
"W12","8.2.3","task","Use the characteristic equation for the case when there are complex roots"
"W12","8.2.4","task","Solve linear nonhomogeneous relations"
"W12",8.3,"task","Solve recurrences expressing divide-and-conquer algorithms"
"W12",8.3,"description","Some practically important recurrences (and related algorithms) are based on subdividing task into parts (and then reassembling their solutions with some additional cost). There is a famous theorem that solves this recurrence (and has three subcases) – it is called Master’s Theorem. "
"W12",8.3,"reading","Ch08P3 (Rosen2019, p.553-561) Divide-and-Conquer Algorithms and Recurrence Relations"
"W12",8.3,"video","https://youtu.be/2H0GKdrIowU (Rman2018) What is the Master Theorem?"
"W12","8.3.1","task","Define and analyze the fast multiplication algorithm by Karatsuba"
"W12","8.3.2","task","Define and analyze the fast matrix multiplication by Strassen"
"W12","8.3.3","task","Define and analyze the merge-sort algorithm"
"W12","8.3.4","task","Generalize the recurrence relations into Master theorem"
"W12",8.5,"task","Apply inclusion-exclusion principle"
"W12",8.5,"description","Some counting tasks are more easily solved for the intersections (not unions) of multiple sets. If we need to solve them for unions, it is possible to count the union by adding the counts for individual sets, then subracting (and/or subsequently adding) for those cases where something has been counted twice, three times, etc."
"W12",8.5,"reading","Ch08P5 (Rosen2019, p.579-583) Inclusion-Exclusion"
"W12",8.5,"video","https://youtu.be/YlKDp03Kg68 (Brehm2020_8_5_1) The Principle of Inclusion Exclusion"
"W12","8.5.1","task","Explain inclusion-exclusion principle on a Venn diagram"
"W12","8.5.2","task","Use inclusion-exclusion principle in word problems when intersection counts are known"
"W12","8.5.3","task","Use inclusion-exclusion principle for number divisibility and Euler’s function"
"W12","8.5.4","objective","Given a verbal description for a combinatorial problem, formulate the recurrence formula"
"W12","8.5.5","objective","Solve homogenous recurrent relations"
"W12","8.5.6","objective","Solve non-homogenous recurrent relations"
"W12","8.5.7","objective","Apply Master’s theorem for algorithm complexity"
"W12","8.5.8","objective","Apply inclusion-exclusion principle for hatcheck and similar problems"
,,,
,,,
,,,
"W13",10,"topic","Solve graph problems and use graphs to model other tasks"
"W13",10.1,"task","Represnt word problem situations as graphs; define vertices and nodes for each case"
"W13",10.1,"description","This subsection explains obvious and less obvious situations where graphs may provide an answer to combinatorial questions."
"W13",10.1,"reading","Ch10P1 (Rosen2019, p.673-682) Graphs and Graph Models"
"W13",10.1,"video","https://youtu.be/QHmL0AnZ3Dc (Brehm2020_10_1_1) Introduction to Graphs"
"W13","10.1.1","task","Explain graph concepts to communication and transport networks"
"W13","10.1.2","task","Explain graph concepts in social networks, quotations, Web links, set intersections"
"W13","10.1.3","task","Explain graph concepts in semantic Web"
"W13","10.1.4","task","Explain graph concepts in tournaments"
"W13","10.1.5","task","Explain directed graph concepts in precedence and dependency problems"
"W13",10.2,"task","Understand graph-related concepts and recognise them in concrete graphs"
"W13",10.2,"description","The subsection focuses on identifying specific phenomena in graphs and also introduces additional restrictions on graphs (connected, bipartite, directed, planar, acyclic and so on) which lead to different parts of the theory."
"W13",10.2,"reading","Ch10P2 (Rosen2019, p.685-694) Graph Terminology and Special Tpes of Graphs"
"W13",10.2,"video","https://youtu.be/PDxUDYEE-Sk (Brehm2020_10_2_1) Graph Terminology"
"W13",10.2,"video","https://youtu.be/OgvGo09kAvA (Brehm2020_10_2_2) Special Types of Graphs"
"W13",10.2,"video","https://youtu.be/CQ2sIdOMin8 (Brehm2020_10_2_3) Applications of Graphs"
"W13","10.2.1","task","Define adjacency, neighborhood, the degree of a vertex, the Handshake theorem (the sum of all degrees in a graph)"
"W13","10.2.2","task","Explain the differences for the same concepts in a directed graph"
"W13","10.2.3","task","Introduce some special graphs – complete graphs $K_n$, cycles $C_n$, wheels $W_n$ and $n$-dimensional cubes $Q_n$."
"W13","10.2.4","task","Define bipartite graphs and matching concepts."
"W13","10.2.5","task","Prove and use Hall’s Marriage theorem."
"W13",10.3,"task","Use adjacency list and matrix representations of graphs."
"W13",10.3,"description","The subsection compares two approaches to store graphs (such as using them as input for programs), and when to use each one. It also discusses the “invariant” properties of graphs that do not depend on their representations -  isomorphic graphs may be considered equivalent – regardless of how they are represented and how their vertices are labeled."
"W13",10.3,"reading","Ch10P3 (Rosen2019, p.703-710) Representing Graphs and Graph Isomorphism"
"W13","10.3.1","task","Describe a graph using adjacency lists"
"W13","10.3.2","task","Describe a graph using adjacency matrices"
"W13","10.3.3","task","Define graph isomorphism problem and solve it in some particular cases"
"W13",10.4,"task","Use the concepts of paths and connectivity"
"W13",10.4,"description","The subsection defines connectivity for undirected and also directed graphs (included strong connectivity). It also shows how this is related to finding path or paths between given vertices."
"W13",10.1,"reading","Ch10P4 (Rosen2019, p.714-724) Connectivity"
"W13","10.4.1","task","Define paths in undirected graphs"
"W13","10.4.2","task","Define connected components in an undirected graph"
"W13","10.4.3","task","Define some other vertex and edge connectedness measures"
"W13","10.4.4","task","Prove that two graphs are not isomorphic by looking at their paths or similar properties"
"W13","10.4.5","task","Show how the concepts apply to directed graphs"
"W13",10.5,"task","Solve problems related to cycles in graphs. "
"W13",10.5,"description","This subsection introduces computationally easy problem (Euler’s cycles) and computationally hard problem (Hamilton’s cycles) – and how each one of them may be used. "
"W13",10.5,"reading","Ch10P5 (Rosen2019, p.728-739) Euler and Hamilton Paths"
"W13","10.5.1","task","Define an Euler path in a graph"
"W13","10.5.2","task","Define and prove the necessary and sufficient coefficient for an Euler path"
"W13","10.5.3","task","Define the concept of a Hamiltonian path in a graph"
"W13","10.5.4","objective","Count varios graph elements from word problems and their representations"
"W13","10.5.5","objective","Construct paths in graphs defined in various ways; apply paths to answer questions about particular graphs"
"W13","10.5.6","objective","Use bipartite graphs and related concepts; find matchings and apply the Hall’s Marriage theorem"
"W13","10.5.7","objective","Find cycles in graph; both Euler and Hamilton ones."
,,,
,,,
,,,
"W14",11,"topic","Identify tree concepts, traverse trees with DFS and BFS for simple applications"
"W14",11.1,"task","Identify, list and count various objects in trees. "
"W14",11.1,"description","The root, inner nodes, leaves, ancestors and successors, paths, traversals – all these tree-related concepts are often needed when using hierarchies of various kinds. This subsection defines the concepts and also counts all such objects efficiently. "
"W14",11.1,"reading","Ch11P1 (Rosen2019, p.781-791) Introduction to Trees"
"W14",11.1,"video","https://youtu.be/hBKLhiumhhU (Brehm2020_11_1_1) Introduction to Trees"
"W14",11.1,"video","https://youtu.be/g9_PuhLwkOU (Brehm2018_11_1_2) Rooted Trees"
"W14","11.1.1","task","Define trees, inner nodes, leaves and related concepts"
"W14","11.1.2","task","Rooted trees, parents, children, siblings, ascendants, descendants, height and depth."
"W14","11.1.3","task","Define full n-ary trees"
"W14","11.1.4","task","Count (or prove bounds) for various elements in trees"
"W14","11.1.5","task","Prove the logarithmic estimate for the depth of a full n-ary tree"
"W14",11.3,"task","Define and use preorder, inorder and postorder traversals in a rooted tree"
"W14",11.3,"description","There are a few standard orders how to visit nodes in a tree (DFS is somewhat similar to visiting a labyrinth – and it also has three separate flavors). All these orders are important as they serve as building blocks to various algorithms. "
"W14",11.3,"reading","Ch11P3 (Rosen2019, p.808-819) Tree Traversal"
"W14","11.3.1","task","Define BFS traversal in a tree"
"W14","11.3.2","task","Define DFS preorder traversal"
"W14","11.3.3","task","Define DFS inorder traversal"
"W14","11.3.4","task","Define DFS post-order traversal"
"W14","11.3.5","task","Use abstract syntax trees to get infix, prefix and postfix expressions"
"W14",11.4,"task","Define and construct MSTs (Minimum Spanning Trees)"
"W14",11.4,"description","This section deals with MSTs – a concept applicable to an arbitrary connected graph with a tree (basically, which edges do we select from a given graph, so that it is a spanning tree (still connected graph, but does not contain any redundant  edges – there are no loops)."
"W14",11.4,"reading","Ch11P4 (Rosen2019, p.821-832) Spanning Trees"
"W14","11.4.1","task","Define Minimum Spanning Trees"
"W14","11.4.2","task","Construct the Spanning Trees obtained from the BFS or DFS traversals"
"W14","11.4.3","task","Define the backtracking problem to search for a solution in a hierarchy"
"W14","11.4.4","objective","Identify tree concepts; count them in trees defined in various ways"
"W14","11.4.5","objective","Navigate trees (show how to get from one node to another one)."
"W14","11.4.6","objective","Recognize rooted trees with additional limitations (full binary, n-ary)"
"W14","11.4.7","objective","Define and find Minimum Spanning Trees"
